Source,Type,Target,Weight
Josva,undirected,Satan,2
Digteren,undirected,Ham Jesus,1
Alexander,undirected,Digteren,1
Kristi,undirected,Luther,1
Luther,undirected,Preben Kok,2
Brorson,undirected,Ole Sarvig,3
Brorsons,undirected,Halfdan Rasmussen,1
Halfdan Rasmussen,undirected,Jesus Kristus,3
Helligånden,undirected,Lukas,1
Esajas,undirected,Prædikeren,1
Abraham,undirected,Thomas Kingo,2
Lone,undirected,Sofie,1
Bjarne,undirected,Jakob,1
Hanne,undirected,Marcus,2
David,undirected,Stefanus,1
Clinton,undirected,Luther,1
Barth,undirected,Luther,1
Barth,undirected,Bonhoeffer,1
Bonhoeffer,undirected,Kierkegaard,1
Clinton,undirected,Lewis,1
Bill Hybels,undirected,Herodes,1
Gandhi,undirected,Paulus,1
Martin Luther King,undirected,Selma Lagerlöf,2
Marias,undirected,Marie,3
Davids,undirected,Marie,1
Arne Haugen Sørensen,undirected,Jakob,1
David,undirected,Messias,2
Jesus Kristus,undirected,Noa,2
Johan,undirected,Peters,1
Johannes Døberen,undirected,Peters,1
Johannes Døberen,undirected,Konfirmanderne,1
Djævelen,undirected,Jobs,3
Chavez,undirected,Jesus,4
Chavez,undirected,Djævelen,1
Herodes,undirected,Steen Skovsgaard,1
Esajas,undirected,Kong Herodes,2
Maria,undirected,Mark Twain,1
Gabriel,undirected,Simon,1
Simon,undirected,englen Gabriel,1
Assad,undirected,Stefanus,1
Sara,undirected,Tornerose,2
Anna,undirected,Tornerose,1
Søren,undirected,Tornerose,3
Sara,undirected,Søren,1
Annas,undirected,Sara,1
Kristi,undirected,Poul,2
Kristi,undirected,Markus,4
Clara,undirected,Morten,2
Clara,undirected,Maria,2
Halfdan Rasmussen,undirected,Maria,1
Gabriel,undirected,Moses,1
Erik,undirected,Johannes Møllehave,2
Mesteren,undirected,Thomas,3
Brorson,undirected,Jesu,1
Ingemann,undirected,Stefanus,1
Per Ramsdal,undirected,Peter,2
Kejser Augustus,undirected,Konstantin,3
Kong David,undirected,Zakarias,1
Lucy,undirected,Susan,3
Aslan,undirected,Susan,2
Emil,undirected,Lars Busk Sørensen,3
Kristus,undirected,Peter Brandes,4
David,undirected,Ezekiel,1
Johannes,undirected,Sonia Brandes,1
Mattæus,undirected,Ve,1
Holger Lissner,undirected,Preben Kok,1
Johannes Vig,undirected,Søren Kierkegaards,1
Johannes,undirected,Johannes Vig,4
Johannes,undirected,Tom,2
Tom,undirected,skolelæreren,1
Kristian,undirected,skolelæreren,1
Kaj,undirected,Kristian,2
Gerda,undirected,Niels,4
Gerda,undirected,Line,2
Line,undirected,Martin A . Hansen,2
Martin A . Hansen,undirected,Søren Kierkegaards,2
Adam,undirected,Kierkegaard,2
Grace,undirected,Martin Luthers,1
Grace,undirected,Iben Krogsdal,1
Lindhardt,undirected,Peter Brandes,1
Gud,undirected,Saul,1
Anna,undirected,Gud,3
Hansen,undirected,Knud,1
Davids,undirected,Knud,1
Herren,undirected,Messias,1
Esajas,undirected,Herren Jesus,1
Jomfru Maria,undirected,Zakarias,2
Sankt Peter,undirected,Zakarias,1
Johannes Døbers,undirected,Marias,1
Johannes Døberen,undirected,Maria Magdalene,1
Johannes Døberen,undirected,Kong Herodes,3
Hyrden,undirected,Johannes,2
Johannes Døberens,undirected,Johannes Døbers,2
Johannes,undirected,Poul,3
Elisabeth,undirected,Jomfru Maria,1
Jesu,undirected,Zakarias,2
Preben Kok,undirected,Steen Skovsgaard,1
Johannes Sløk,undirected,Lindhardt,1
Jensen,undirected,Johannes Sløk,1
Djævelen,undirected,Jensen,2
Djævelen,undirected,Kain,1
Donald Trump,undirected,Isis,3
Isis,undirected,Jakob,1
Melchior,undirected,Thomas,1
Balthazar,undirected,Peter den,1
Konstantin,undirected,Peter den,1
Helena,undirected,Konstantin,3
Frederik,undirected,Helena,1
Frederik,undirected,Mattæus,1
Herodes,undirected,Jesu,1
Josefine,undirected,Satan,1
Josefine,undirected,Satans,1
Kejser Augustus,undirected,Stefanus,1
Kejser Augustus,undirected,Kejser Konstantin,1
Englene,undirected,Paulus,1
Hyrderne,undirected,Julie,1
Hanna,undirected,Moses,1
Hanna,undirected,Samuel,1
Maria,undirected,Samuel,1
Luther,undirected,Pastor Storm,1
Mack,undirected,William,3
Faderen,undirected,Mack,1
Esajas,undirected,Zakæus,1
Johannes,undirected,Josva,1
Elsa,undirected,Tornerose,1
HC Andersen,undirected,Tornerose,1
H.C . Andersens,undirected,HC Andersen,4
Gerda,undirected,H.C . Andersens,3
Iben Krogsdal,undirected,Sønnen,1
Krist,undirected,Kristus,1
Luther,undirected,Salomon,2
Grundtvig,undirected,Pilatus,1
Nielsen,undirected,Per Ramsdal,1
Lars Sandbeck,undirected,Nielsen,1
Lars Sandbeck,undirected,Peter den,1
Jan Lindhardt,undirected,Jomfru Maria,1
Johannes,undirected,helle,2
Bob,undirected,Joakim,1
Bob,undirected,Jacob,1
Jacob,undirected,Tim,1
Anders Behring Breivik,undirected,Claus,1
Arne Haugen,undirected,Claus,1
Bastian,undirected,Poul,1
Bastian,undirected,Kasper,1
Jesper,undirected,Kasper,1
Jesper,undirected,Jonathan,1
Bastian,undirected,Jonathan,1
Jomfru Maria,undirected,Peters,1
Rembrandt,undirected,Samaritaneren,5
Jesus Kristus,undirected,van Gogh,2
Adam,undirected,Harry Potter,1
HC Andersen,undirected,Harry Potter,1
Djævelen,undirected,Gerda,1
Ingrid,undirected,Martha,4
Maria Magdalene,undirected,Martha,1
Ida Jessen,undirected,Ida Jessens,2
Ida Jessens,undirected,Martha,1
Ida,undirected,Thor,1
Christian,undirected,Louise,2
Egon,undirected,Kain,1
Don Camillo,undirected,Kierkegaard,1
Dan,undirected,Don Camillo,2
Don Camillo,undirected,Herren,2
Adam,undirected,Don Camillo,1
Don Camillo,undirected,Eva,1
Don Camillo,undirected,Luther,1
Kristus,undirected,Lea,1
Aristoteles,undirected,Thomas,1
Herren,undirected,Maria Magdalenes,1
Anna,undirected,Nikolaj,2
Kierkegaard,undirected,Mynster,11
Mynster,undirected,Søren Kierkegaard,1
Mynster,undirected,Stefanus,1
Kierkegaard,undirected,Stefanus,1
Jesus Kristus,undirected,Søren Kierkegaards,1
Christian,undirected,Esajas,1
Johannes Møllehave,undirected,Kristus,1
Desmond Tutu,undirected,Frank Jæger,2
Esajas,undirected,Frank Jæger,1
Esajas,undirected,Simon Peters,2
Jesus Kristus,undirected,Simon Peter,1
Løgstrup,undirected,Moses,1
Desmond Tutu,undirected,George,2
Adolf Hitler,undirected,Desmond,1
Abrahams,undirected,Menneskesønnen,1
Batman,undirected,Kierkegaard,2
Herren,undirected,Steffen Brandt,1
Benny Andersen,undirected,Noa,2
Benny Andersen,undirected,Grundtvig,5
Jesu,undirected,Sand,1
Guds,undirected,Karl Barth,1
Johannes,undirected,Kierkegaard,4
Ben Hur,undirected,Johannes,1
Ben Hur,undirected,Johannes Døbers,1
Johannes Døbers,undirected,Rabbi,1
Anna Tuedatter,undirected,Pastor Storm,14
Pastor Storm,undirected,Peter,2
Anna Tuedatter,undirected,Peter,2
Anna,undirected,Peter,5
Anna,undirected,Anna Tuedatter,3
Maria,undirected,Pastor Storm,2
Halfdan Rasmussens,undirected,Samson,1
Peter,undirected,Samson,1
Halfdan Rasmussens,undirected,Peter,1
Herren,undirected,Job,4
Job,undirected,Preben Kok,1
Grundtvig,undirected,Jobs,1
Abel,undirected,Barnet,1
Barnet,undirected,Kain,1
Kim,undirected,Peter,1
Peter,undirected,van Gogh,1
Kim,undirected,van Gogh,1
Maria,undirected,gartneren,7
Maria Magdalene,undirected,gartneren,1
Elias,undirected,Peters,1
Martin Luther,undirected,Poul,1
August,undirected,Mie,1
Maria,undirected,Saul,1
Englen,undirected,Salome,1
Lea,undirected,Sønnerne,1
Jakob,undirected,Sønnerne,1
Abraham,undirected,Rebekka,1
Isak,undirected,Lea,1
Josef,undirected,Peter,1
Maria Magdalena,undirected,Thomas,1
Jesus Kristus,undirected,Lars Busk Sørensen,1
Eichmann,undirected,Martin A . Hansen,1
Adolf Eichmann,undirected,Lazarus,1
Eichmann,undirected,Jesus,1
Esajas,undirected,Farisæerne,1
Adam,undirected,Kong David,1
Enken,undirected,Kierkegaard,2
Johannes Sløk,undirected,Martin Luther,1
Lisbeth Zornig Andersen,undirected,Løgstrup,1
Adolf Hitler,undirected,Haugen Sørensen,1
Carl,undirected,Halfdan Rasmussen,1
Anna,undirected,Pastor Storm,8
David,undirected,Jesus Krist,1
Felix,undirected,Jesus Kristus,3
Grundtvig,undirected,Guds,2
Anders,undirected,Grundtvig,2
Grundtvigs,undirected,Jesus Kristus,2
Martin,undirected,Ole Sarvig,1
Jesus Kristus,undirected,Ole Sarvig,1
Djævelen,undirected,Farao,2
Jomfru Maria,undirected,Mariæ,1
Noa,undirected,Satan,3
H.C . Andersens,undirected,Johannes Døbers,1
HC Andersen,undirected,Johannes Døbers,1
HC Andersen,undirected,Johannes Døberens,1
Romerne,undirected,Simon Peter,1
Jesus Kristus,undirected,Montgomery,1
Grundtvig,undirected,Montgomery,2
Eva,undirected,Ingeborg,2
Adam,undirected,Martin,1
Farao,undirected,Paulus,1
Johannes,undirected,Jonas Wergeland,1
Claus,undirected,Nielsen,1
Claus,undirected,Henriette,1
Hanne,undirected,Henriette,1
Esajas,undirected,Hanne,1
Jesus Kristus,undirected,gartneren,2
Ane Marie,undirected,Jesus Kristus,1
Morten,undirected,René Pamperin,1
Nils,undirected,René Pamperin,1
Morten,undirected,Nils,1
Albert Einstein,undirected,Kejser Augustus,1
Døberen,undirected,Herren,8
Døberen,undirected,Elias,1
Døberen,undirected,Farisæerne,1
Elias,undirected,Farisæerne,1
Assad,undirected,Døberen,1
Assad,undirected,Johannes Døberen,1
Andersen,undirected,Maria,1
Andersen,undirected,Pastor Storm,1
Pastor Storm,undirected,Theodor,5
Marias,undirected,Theodor,1
Brian,undirected,Martin,2
Bastian,undirected,Martin,2
Martin,undirected,Steen,1
Carl,undirected,Marie,2
Maria,undirected,Rembrandt,3
Johannes,undirected,Rembrandt,1
Adam,undirected,Josefs,1
Hans Anker Jørgensen,undirected,Odin,1
Djævlen,undirected,Jesus Kristus,1
Annas,undirected,Hannah,1
Fader,undirected,Maria,1
Dante,undirected,Muhammed,3
Dante,undirected,Judas,1
Cæsar,undirected,Judas,1
Cæsar,undirected,Dante,1
Dante,undirected,Djævelen,2
Adam,undirected,Jakobs,1
Abram,undirected,Jakobs,1
Adolf Hitler,undirected,Paulus,1
Gabriel,undirected,Josva,1
Andersen,undirected,Henrik,1
Andersen,undirected,Jørgensen,3
Jesus Kristus,undirected,Jørgensen,1
Døberen,undirected,Menneskesønnen,1
Elisabeths,undirected,Englen,1
Gud,undirected,Sønnen,1
Jan Kjærstads,undirected,Jesus Kristus,2
Cecilia,undirected,Jan Kjærstad,1
Arthur,undirected,Cecilia,18
Adam,undirected,Cecilia,2
Adam,undirected,Arthur,2
Arthur,undirected,Sand,2
Johannes,undirected,Sand,2
Herren,undirected,Kristi,1
Jakob,undirected,Peters,2
Maria,undirected,Møllehave,2
Maria,undirected,Marie Magdalene,4
Jesu,undirected,Mia,1
Malthe,undirected,Mia,1
Abel,undirected,Zakarias,2
Stefanus,undirected,Zakarias,1
Herodes,undirected,Noah,1
Mariæ,undirected,Simeon,1
Anna,undirected,Hans Anker Jørgensen,1
Hans Anker Jørgensen,undirected,Lise,1
Bo,undirected,Peter,1
Levi,undirected,Primo Levi,10
Kain,undirected,Primo Levi,2
Jesus Kristus,undirected,Primo Levi,2
Paulus,undirected,drot,1
Kain,undirected,Luther,3
Andrea,undirected,Mads,2
Luther,undirected,Odin,1
Abraham,undirected,Josva,2
Judas,undirected,Maria Magdalenes,2
Ludvig,undirected,Magnus,2
Martha,undirected,Siger Jesus,1
Abraham,undirected,Marias,2
Abrahams,undirected,Martin Luther King,1
Maria,undirected,Martin Luther King,1
Bach,undirected,Grundtvig,1
Aristoteles,undirected,Moses,4
Augustus,undirected,kongers,1
Kejser Augustus,undirected,kongers,1
August,undirected,Kejser Augustus,1
August,undirected,Maria,2
David,undirected,Josefs,2
Pastor Storm,undirected,Ve,1
Hans Anker Jørgensen,undirected,Ve,1
Einstein,undirected,Peder,1
Joakim,undirected,Lars von Triers,2
Luther,undirected,Timothy Keller,1
Jakob,undirected,Timothy Keller,1
Kain,undirected,Kongen,1
Paulus,undirected,Timothy Keller,1
Abbé Pierre,undirected,Simon,4
Abbé Pierre,undirected,Henri Nouwen,4
Kingo,undirected,Peters,2
Kingo,undirected,Peder,2
Simon,undirected,Simon den,2
Simon Peters,undirected,Simon den,2
Abbé Pierre,undirected,Simon Peters,2
Satan,undirected,Zakarias,2
Djævelen,undirected,Søren Kierkegaard,2
Satan,undirected,Søren Kierkegaard,1
Faderen,undirected,Henrik,1
Martha,undirected,munken,2
Andreas Mogensen,undirected,John Lennon,1
Albert Einstein,undirected,Esajas,1
Albert Einstein,undirected,Sisyfos,2
Laurentius,undirected,Sonia Brandes,1
Sonia Brandes,undirected,Zakarias,1
Esajas,undirected,stig,2
Lisbeth,undirected,Silas,1
Lisbeth,undirected,Lukas,1
Jacob,undirected,Kristus,1
Lisbeth,undirected,Poul,1
Moses,undirected,Tim,1
Mattæus,undirected,Tim,2
Jonas,undirected,Mattæus,1
Karen,undirected,Magnus Malm,1
Josef,undirected,Stefan,1
Lukas,undirected,Stefan,1
Bileam,undirected,Stefan,1
Bileam,undirected,Jakobs,2
Bileam,undirected,Englen,3
Englen,undirected,Jakobs,1
David,undirected,Marias,2
Herodes,undirected,Jakobs,1
Jakobs,undirected,Kong Herodes,1
Kong Herodes,undirected,Stefan,4
Judas,undirected,Stefan,1
Davids,undirected,Stefan,1
Peter,undirected,Stefan,1
David,undirected,Stefan,2
Jesus Kristus,undirected,Stefan,4
Pontius Pilatus,undirected,Stefan,2
Jesus Kristus,undirected,Melchior,1
Abraham,undirected,Mattæus,2
David,undirected,Muhammed,1
Hansen,undirected,Lukas,1
Kirsten,undirected,Svend Brinkmann,2
Aristoteles,undirected,Disciplen Peter,1
Ham Jesus,undirected,Tom,3
Henrik,undirected,Luther,2
Lindhardt,undirected,Luther,2
Darwin,undirected,Paulus,2
Bjarne,undirected,Jesus Kristus,1
Benny Andersen,undirected,Lindhardt,1
Benny,undirected,Benny Andersen,1
Benny,undirected,Kain,1
. Andersens,undirected,Abel,1
Adam,undirected,Jacob,1
Jacob,undirected,Rakel,9
Kierkegaard,undirected,Søren,4
Alexander,undirected,Kierkegaard,1
Alexander,undirected,Laban,1
Laban,undirected,Rakel,2
Larsen,undirected,Satan,1
Larsen,undirected,Nietzsche,2
Kristus,undirected,Sokrates,1
Enken,undirected,Larsen,1
Enken,undirected,Jakob,1
Gud,undirected,Jakob,2
Dietrich Bonhoeffer,undirected,Gud,1
Dietrich Bonhoeffer,undirected,Jakob,1
Robert,undirected,Søren Kierkegaard,1
Kirsten,undirected,Søren Kierkegaard,2
Frederik,undirected,Jakob,2
Martha,undirected,Samaritaneren,2
Martha,undirected,Nis Petersen,3
Kaj Munk,undirected,Nis Petersen,2
Maria,undirected,Nis Petersen,1
Enken,undirected,Søren Ulrik Thomsen,1
Bach,undirected,Thomas,2
Bach,undirected,Kristus,2
Jan,undirected,Peter,1
Desmond Tutu,undirected,Jan,1
Moses,undirected,Thorvaldsen,1
Ernst,undirected,Peter,1
Balder,undirected,Grundtvig,5
Balder,undirected,Odin,2
Darwin,undirected,Johannes,1
Daniel,undirected,Ham Jesus,1
Abel,undirected,Esau,1
Faderen,undirected,Josef,1
Jens,undirected,Kejser Augustus,2
Ernst,undirected,Maria,2
Lindhardt,undirected,Maria,1
Jesper,undirected,Luther,1
Jens,undirected,Kong Herodes,1
Kong Herodes,undirected,Margrethe,1
Margrethe,undirected,Simon,2
Bjarne Lenau Henriksen,undirected,Kaj Munk,1
Martha,undirected,Mikael,1
Fanden,undirected,Mikael,2
Hitlers,undirected,Max,2
Hitler,undirected,Max,1
Markus,undirected,Max,1
Eigil,undirected,Johannes,1
Desmond,undirected,Lise,1
Johannes,undirected,Mie,1
Jesper,undirected,Mie,1
Jesper,undirected,Johannes,2
Poul,undirected,Sebastian,1
Mikkel,undirected,Sebastian,1
Moses,undirected,Zakarias,2
Esajas,undirected,Jakobs,2
Faderen,undirected,Morten,1
Luther,undirected,Rembrandt,1
Arne Haugen Sørensen,undirected,Rembrandt,1
Abraham,undirected,Arne Haugen Sørensen,1
Haugen Sørensen,undirected,Isak,2
Abraham,undirected,Haugen Sørensen,1
Hans Anker Jørgensen,undirected,Jeremias,1
Henriette,undirected,Preben Kok,2
Henriette,undirected,Maria,2
Søren Brun,undirected,Trine,4
Søren Brun,undirected,Tomas Sjødin,2
Johannes Døberen,undirected,Trine,1
Englen,undirected,Hannah,1
Hannah,undirected,Herren,1
Hanna,undirected,Hannah,1
Hanna,undirected,Sofie,2
Hanna,undirected,Noa,1
Noa,undirected,Sofie,1
Esajas,undirected,Jens,1
Jens,undirected,Tove,1
Hansen,undirected,Tove,1
Hansen,undirected,Maria,1
Karen Blixen,undirected,Luther,4
Luther,undirected,munken,2
Karen Blixen,undirected,munken,2
Don Camillo,undirected,Kristus,2
Englen,undirected,Immanuel,1
Barnet,undirected,Maria,2
Hans Anker Jørgensen,undirected,Marias,2
Hans Anker Jørgensen,undirected,Søren Ulrik Thomsen,1
Arne Haugen Sørensen,undirected,Ole Sarvig,1
Haugen Sørensen,undirected,Ole Sarvig,3
Adam,undirected,Haugen Sørensen,1
Eva,undirected,Haugen Sørensen,1
Haugen Sørensen,undirected,Mattæus,1
Haugen Sørensen,undirected,Niels Bohr,1
Niels Bohr,undirected,Prædikeren,1
Rabbi,undirected,Thomas,1
Elisa,undirected,Hans Anker Jørgensen,1
Kong Davids,undirected,Romerne,1
Peter,undirected,Sofie,2
Hans Anker Jørgensen,undirected,Sofie,2
Lisbeth Smedegaard Andersen,undirected,Siger Jesus,1
Hans Anker Jørgensen,undirected,Stefanus,1
Palle,undirected,Saddam,1
Osama Bin Laden,undirected,Stefanus,1
Karl,undirected,Tove,2
Karl,undirected,Maria,1
Anne,undirected,Marie,2
Cecilia,undirected,Esajas,2
Ane Marie,undirected,Steffen Brandt,1
Elisabeth,undirected,Zacharias,3
Isak,undirected,Zacharias,1
Gabriel,undirected,Zacharias,3
Johannes,undirected,Zacharias,9
Zacharias,undirected,Zakarias,2
Johannes,undirected,Sara,1
Esajas,undirected,Zacharias,2
Johannes,undirected,Sebastian,1
Christian,undirected,Jens,2
Djævelen,undirected,Siger Jesus,2
Gud,undirected,Siger Jesus,2
Grundtvig,undirected,Jonas,2
Breivik,undirected,Ham Jesus,1
Messi,undirected,Piet Hein,1
H.C . Andersens,undirected,Johannes,1
Halfdan Rasmussen,undirected,Iben Krogsdal,1
Peter,undirected,Timotheus,1
Kristus,undirected,Timotheus,1
Jacob,undirected,Zebedæus,4
Johannes,undirected,Zebedæus,2
Matthæus,undirected,Zebedæus,1
Mattæus,undirected,Menneskesønnen,1
Mattæus,undirected,Zebedæus,1
Grundtvig,undirected,Martha,3
Hans Anker Jørgensen,undirected,popper,1
Egon,undirected,Knud,1
Gerda,undirected,Knud,1
Gerda,undirected,Rasmus,1
Egon,undirected,Rasmus,1
Andreas,undirected,Johannes Døbers,2
Davids,undirected,Poul,1
Davids,undirected,Ham Jesus,1
Ham Jesus,undirected,Jesus Krist,1
Isak,undirected,Pilatus,1
Hans Anker Jørgensen,undirected,Iben Krogsdal,1
Herren,undirected,Nis Petersen,1
Margrethe,undirected,Olsen,1
Margrethe,undirected,Villy Sørensen,1
Isis,undirected,Johannes,1
Benny Andersen,undirected,Dronning Margrethe,1
Adam,undirected,Henrik,1
Bjarne,undirected,Job,2
Bjarne,undirected,Satan,2
Hans Anker Jørgensen,undirected,Jobs,1
Immanuel,undirected,Kvirinius,1
Jesu,undirected,Svend Brinkmann,1
Jakob,undirected,Johanne,1
Jørgensen,undirected,Kirsten,1
Sand,undirected,Sebastian,1
Hanne,undirected,Mikkel,1
Anne,undirected,Hanne,1
Anne,undirected,Mie,2
Martin Luther,undirected,Tiggeren,1
Christian,undirected,Mie,1
Christian,undirected,Grethe,1
Egon,undirected,Grethe,1
Egon,undirected,Karen,1
Levi,undirected,Robert,2
Primo Levi,undirected,Robert,2
Herodes,undirected,Pave Frans,2
Egon,undirected,Holger Lissner,2
Holger Lissner,undirected,Jens Rosendal,2
Grace,undirected,Luther,1
Desmond Tutu,undirected,Grace,1
Desmond Tutu,undirected,Paulus,1
Paulus,undirected,kejserens,1
Farisæerne,undirected,Luther,1
Konstantin,undirected,Simon af Kyrene,1
Helena,undirected,Kejser Konstantin,1
Helena,undirected,Kasper,1
Helena,undirected,Melchior,3
Balthazar,undirected,Konstantin,1
Frederik,undirected,Kejser Konstantin,2
Frederik,undirected,Simon af Kyrene,4
Frederik,undirected,Peder,2
Maria,undirected,Peder,1
Konstantin,undirected,Maria,1
Melchior,undirected,kongers,1
Mie,undirected,Nikodemus,1
Bach,undirected,Joshua Bell,2
Josef,undirected,Satan,1
Jesus Kristus,undirected,Satan,2
Gabriel,undirected,Hyrderne,1
Jesu,undirected,Marie,1
Herren,undirected,Herren Jesus,1
Grib,undirected,Tim,1
Elisabeth,undirected,Grundtvig,1
Eva,undirected,Niels Bohr,1
Brorsons,undirected,Henrik,2
Brorsons,undirected,Kaj,1
Gerda,undirected,Peder,2
Djævelen,undirected,Esajas,1
Kierkegaard,undirected,Simon,1
Eva,undirected,Farisæerne,1
Farisæerne,undirected,Tolderne,1
Ham Jesus,undirected,Samuel,2
Davids,undirected,Samuel,2
Aron,undirected,David,2
Bob,undirected,Luther,1
Adam,undirected,Levi,2
Eva,undirected,Levi,1
Herren,undirected,Marcus,1
Jakobs,undirected,Peter Plys,2
Gud,undirected,Talsmanden,1
Poul,undirected,Villy Sørensen,1
Esajas,undirected,Josefs,4
Elisa,undirected,Lukas,1
Benny Andersen,undirected,Salmisten,2
Gus,undirected,Jesu,1
CS Lewis,undirected,Grace,1
Abraham,undirected,Anne,1
Esajas,undirected,Robert,2
Martin A . Hansen,undirected,Piet Hein,2
Anders And,undirected,Martin A . Hansen,1
Nornegæst,undirected,Peter,1
David,undirected,Søren Kierkegaard,1
Levi,undirected,Tove Ditlevsen,3
Jomfru Maria,undirected,Moses,1
Sara,undirected,Selma Lagerlöf,1
Matthæus,undirected,Pilatus,2
Eva,undirected,Pilatus,1
Peter,undirected,Selma Lagerlöf,1
Kay,undirected,Mads,1
Jakob,undirected,Zebedæus,2
Dronningen,undirected,Salomon,1
Lisbeth Smedegaard Andersen,undirected,Thomas,1
Arne Haugen Sørensen,undirected,Thomas,1
Isak,undirected,Thomas,2
Jesu,undirected,Martin Luther,1
Dietrich Bonhoeffer,undirected,Kierkegaard,1
Selma Lagerlöf,undirected,kongers,1
Jesus Kristus,undirected,Selma Lagerlöf,1
Ham Jesus,undirected,Herodes,1
Isak,undirected,Jesus Kristus,1
Herren,undirected,Thomas,5
Barack Obama,undirected,Djævelen,2
Lucia,undirected,Stefan,2
Hyrderne,undirected,Stefan,1
Hans Anker Jørgensen,undirected,Stefans,1
Jens,undirected,Kristian,1
Løgstrup,undirected,Stefan,1
Johannes Døbers,undirected,Paulus,1
